title,provider,date,frequency,type,target,major,fee,location,available_region,job_category_id,job_category_name
"초등부 스포츠수업 / 에어점핑줄넘기,파쿠르피구,클라이밍,인라인하키,점핑댄스,스내그골프)",키파스포츠(유소년스포츠센터),2025-08-01 ~ 2035-08-31,월화수목금,강연형,초,"스포츠강사, 레크리에이션강사 및 기타 관련 전문가",0원,학교,전국,15,기타 서비스직
미니단호박 탐정단!_1회_오감으로 만나는 미니단호박의 비밀 (오감 탐색 놀이),제이러브팜,2025-03-01 ~ 2036-10-31,월화수목금,현장직업체험형,초,농업교육,"20,000원",체험처,전국,6,교육직
"조향사 진로직업체험, 나만의 향기로 향수제작",오인트(충남금산센터),2025-08-01 ~ 2035-12-31,월화수목금,직업실무체험형,초 중 고,화학공학 기술자 및 연구원,"20,000원",체험처,전국,15,기타 서비스직
MK파네토네,베이킹온미,2025-08-01 ~ 2031-08-31,월화수목금토,직업실무체험형,초,주방장 및 요리 연구가,"30,000원",체험처,전국,15,기타 서비스직
비누를 활용한 솝아티스트 체험,아프릴레공방,2025-08-01 ~ 2026-12-31,월화수목금토일,직업실무체험형,초 중 고,제품 디자이너,"15,000원",학교,전국,15,기타 서비스직
"곰돌이, 토끼인형 만들기 (바느질)",퀼트의 미학,2025-09-01 ~ 2027-09-01,월화수목금,학과체험형,중,문예창작,"20,000원",학교,전국,15,기타 서비스직
테마파크 현장 직무 견학 프로그램,롯데월드 어드벤처 부산,2025-09-24,,현장견학형,초 중,오락시설 서비스원,"21,000원",체험처,전국,15,기타 서비스직
환경교육사와 함께하는 업싸이클링 북링 만들기,층층공방(용인/용인센터 /0522),2025-09-01 ~ 2025-12-31,월화수목금,직업실무체험형,초 중 고,제품 디자이너,"15,000원",학교,전국,15,기타 서비스직
흙으로 만드는 아름다운 세상(핸드페인팅),양주도자기나라,2025-08-25 ~ 2035-12-31,월화수금,현장직업체험형,초,제품 디자이너,"20,000원",학교,전국,15,기타 서비스직
흙으로 만드는 아름다운 세상(수작업),양주도자기나라,2025-08-25 ~ 2035-08-31,월화수목금토,현장직업체험형,초,제품 디자이너,"20,000원",학교,전국,15,기타 서비스직
환경교육사와 함께하는 업싸이클링 클립 홀더 만들기,층층공방(용인/용인센터 /0522),2025-09-01 ~ 2025-12-31,월화수목금,현장직업체험형,초 중 고,제품 디자이너,"15,000원",학교,전국,15,기타 서비스직
목재교육전문가와 함께하는 업싸이클링 미니화분 만들기,층층공방(용인/용인센터 /0522),2025-08-01 ~ 2025-12-31,월화수목금,직업실무체험형,초 중 고,제품 디자이너,"15,000원",학교,전국,15,기타 서비스직
[제과제빵사] 쿠키/케이크/컵케이크/빼빼로/초콜릿만들기를 통한 진로체험,문화놀이터공주(공주창고),2025-01-01 ~ 2025-12-31,월화수목금,현장직업체험형,초 중 고,기타,"20,000원",체험처,전국,15,기타 서비스직
[찾아가는 미술관] - 나만의 이니셜 모자 DIY,드림톡톡어린이미술관,2025-08-25 ~ 2027-12-31,월화수목금,직업실무체험형,초 중,예술·디자인·방송·스포츠직,"15,000원",학교,전국,15,기타 서비스직
향기로 알아보는 성격이해 및 직업체험 [ MBTI 조향체험 ],(주)몽가타,2025-07-01 ~ 2032-12-31,월화수목금토일,학과체험형,초 중 고,기타화학,"25,000원",학교,전국,1,자연·생명과학 연구직
파이썬(Python) 기반 4차산업 데이터 분석 전문가 양성과정 프로그램,웹에이전시 애드인소프트(애드인메이커),2025-08-20 ~ 2026-12-31,월화수목금토일,직업실무체험형,초 중 고,응용 소프트웨어 개발자,"13,000원",체험처,전국,15,기타 서비스직
장애 학생 메이커 체험 교실,(재)장애인기업종합지원센터,2025-08-01 ~ 2028-07-30,월화수목금,직업실무체험형,중 고,경영·사무·금융·보험직,무료,체험처,전국,0,인문·사회과학 연구직
장애 학생 창업 아이템 체험 교실,(재)장애인기업종합지원센터,2025-08-01 ~ 2028-07-30,월화수목금,직업실무체험형,중 고,식품가공,무료,체험처,전국,15,기타 서비스직
원예치료사(치유농업사) 진로체험,골망태 요리사의 정원,2025-08-20 ~ 2036-12-31,월화수목금,현장직업체험형,초 중 고,조경원,"30,000원",체험처,전국,15,기타 서비스직
천연화장품 천연제품만들기,로렌트리공예학원,2025-08-20 ~ 2025-12-31,월화수목금,현장직업체험형,초 중 고,기타,"25,000원",체험처,전국,15,기타 서비스직
MBTI향수만들기,로렌트리공예학원,2025-08-20 ~ 2025-12-31,월화수목금,현장직업체험형,초 중 고,기타,"30,000원",체험처,전국,15,기타 서비스직
글라스아트 썬캐쳐/도어벨 만들기,피어난공방,2025-09-01 ~ 2035-12-31,월화수목금토,현장직업체험형,초 중 고,공예원,"30,000원",학교,전국,11,예술·디자인·방송직
메이크업 직업실무체험,리메디뷰티아카데미(평생교육원),2025-08-19 ~ 2029-08-31,월화수목,직업실무체험형,초 중 고,메이크업 아티스트 및 분장사,"10,000원",체험처,전국,11,예술·디자인·방송직
나만의 특별한 키링 만들기 '글라스아트 키링',피어난공방,2025-09-01 ~ 2025-12-31,월화수목금토,현장직업체험형,초 중 고,공예원,"25,000원",학교,전국,11,예술·디자인·방송직
메이크업 현장직업체험,리메디뷰티아카데미(평생교육원),2025-08-19 ~ 2029-08-31,월화수목금,현장직업체험형,초 중 고,메이크업 아티스트 및 분장사,"10,000원",체험처,전국,11,예술·디자인·방송직
꿈을 잇는 박물관,경기대학교소성박물관,2025-09-15 ~ 2025-11-28,월화수목금,현장직업체험형,중,학예사 및 문화재 보존원,무료,체험처,전국,15,기타 서비스직
피부미용 직업실무체험,카에네 에스테틱,2025-09-01 ~ 2025-12-31,월화수목금토,직업실무체험형,초 중 고,피부 및 체형 관리사,"20,000원",체험처,전국,15,기타 서비스직
피부미용 현장직업체험,카에네 에스테틱,2025-09-01 ~ 2025-12-31,월화수목금토,현장직업체험형,초 중 고,피부 및 체형 관리사,"20,000원",체험처,전국,15,기타 서비스직
떡공예지도사 (한입 꽃 떡 만들기),송이앙플(송이앙금플라워케이크),2025-09-01 ~ 2030-08-31,월화수목금토일,직업실무체험형,초 중 고,기타 조리사,"17,000원",체험처,전국,15,기타 서비스직
일상의 향기로움을 만드는 조향사와 함께 만드는 시그니처향수체험,캔들이슈센트스튜디오,2025-09-01 ~ 2025-12-31,화금,직업실무체험형,중 고,기타,"30,000원",체험처,전국,15,기타 서비스직
예술은 핑계고~,서해미술관,2025-10-01 ~ 2025-12-31,화수목금토,현장견학형,초 중 고,학예사 및 문화재 보존원,"20,000원",체험처,전국,15,기타 서비스직
[중학교 1-3학년 추천] 에너지 교육 자료,한국에너지정보문화재단 에너지정보관,2025-08-26 ~ 2025-12-10,월화수목금,대화형,중,에너지·환경공학 기술자 및 시험원,무료,학교,전국,15,기타 서비스직
[초등학교 5-6학년 추천] 에너지 교육 자료,한국에너지정보문화재단 에너지정보관,2025-08-26 ~ 2025-12-10,월화수목금,대화형,초,에너지·환경공학 기술자 및 시험원,무료,학교,전국,15,기타 서비스직
[초등학교 3-4학년 추천] 에너지 교육 자료,한국에너지정보문화재단 에너지정보관,2025-08-26 ~ 2025-12-10,월화수목금,대화형,초,에너지·환경공학 기술자 및 시험원,무료,학교,전국,15,기타 서비스직
"2025 지상軍 페스티벌(장비 전시 및 탑승, 에어쇼, 전투식량 시식 등)",육군본부(5019부대),2025-09-17 ~ 2025-09-21,수목금토일,현장견학형,초 중 고,군인,무료,체험처,전국,9,군인
2025 신나는과학party,신나는과학실험나나스,2025-08-01 ~ 2026-12-31,월화수목금토일,직업실무체험형,초,생명과학 연구원,"30,000원",체험처,전국,15,기타 서비스직
신약개발: 미생물의 활용! 똥이 약이다!,신나는과학실험나나스,2025-08-01 ~ 2026-12-31,월화수목금토일,직업실무체험형,고,자연과학 연구원,"30,000원",체험처,전국,15,기타 서비스직
교과연계: 중학생을 위한 6가지 화학실험,신나는과학실험나나스,2025-08-01 ~ 2026-12-31,월화수목금토일,직업실무체험형,중,자연과학 연구원,"30,000원",학교,전국,15,기타 서비스직
생태환경: 생명공학자의 식물도감(학교로찾아가는수업),신나는과학실험나나스,2025-08-01 ~ 2026-12-31,월화수목금토일,직업실무체험형,중,자연과학 연구원,"30,000원",학교,전국,15,기타 서비스직
생태환경: 생명공학자의 식물도감(체험처로찾아오는수업),신나는과학실험나나스,2025-08-01 ~ 2026-12-31,월화수목금토일,직업실무체험형,중,생명과학 연구원,"30,000원",체험처,전국,15,기타 서비스직
청소년 웹툰 일일 클래스,웹투니스트라이프,2025-01-01 ~ 2035-12-31,월화수목금토일,직업실무체험형,초 중 고,만화가 및 만화영화 작가,"80,000원",학교,전국,11,예술·디자인·방송직
플라스틱없이 만들어보는 친환경적인 모루인형 비누,온더솝,2025-08-01 ~ 2026-12-31,월화수목금,강연형,초 중 고,기타,"16,000원",학교,"서울시, 경기도",15,기타 서비스직
[서핑솝 만들기]와 깨끗한 바다를 위한 환경보호의 가치와 방법 배우기.,온더솝,2025-08-01 ~ 2026-12-31,월화수목금,강연형,초 중 고,기타,"16,000원",학교,"서울시, 경기도",15,기타 서비스직
석학들이 전국 학교로 직접 찾아가는 <드림렉쳐: 너만의 꿈을 키워라!>,한국고등교육재단,2025-09-15 ~ 2025-12-20,월화수목금,강연형,고,대학 교수,무료,학교,전국,6,교육직
(학교방문)나만의 도자기와 캘리그라피,행복한공방(구 행복한도자기공방),2025-08-01 ~ 2035-12-31,월화수목금,현장직업체험형,초 중 고,공예원,"25,000원",학교,전국,11,예술·디자인·방송직
피부미용사 체험,계쌤메디뷰티아카데미,2025-08-01 ~ 2026-12-31,월화수목금,현장직업체험형,중,메이크업 아티스트 및 분장사,"10,000원",체험처,전국,11,예술·디자인·방송직
PVC 창호제작실습,(주)The 하랑,2025-08-01 ~ 2026-12-31,월화수목금,현장직업체험형,중,기타,무료,체험처,전국,15,기타 서비스직
[학교방문형체험]아이싱쿠키만들기 제과제빵직업체험,이소와(ISOWA),2025-08-01 ~ 2035-08-31,월화수목금토일,직업실무체험형,초,기타 조리사,"20,000원",학교,전국,15,기타 서비스직
(댄서 및 관련직) 무빙! 댄싱! 브레이킹!!,사단법인 나인티,2025-09-01 ~ 2025-12-31,월화수목금,강연형,초 중 고,무용가 및 안무가,"15,000원",학교,전국,15,기타 서비스직
직업체험형-스모어쿠키만들기,이소와(ISOWA),2025-08-01 ~ 2035-12-31,월화수목금토일,직업실무체험형,초 중 고,기타 조리사,"25,000원",체험처,전국,15,기타 서비스직
청소년 마음안정 다도 수업,티하이하우스,2025-08-01 ~ 2029-08-31,월화수목금토일,현장직업체험형,초 중 고,기타,"20,000원",체험처,전국,15,기타 서비스직
"청소년 맞춤 건강차 – 공부, 운동, 휴식에 어울리는 블렌딩티 클래스",티하이하우스,2025-08-01 ~ 2029-08-31,월화수목금토일,현장직업체험형,초 중 고,기타,"20,000원",체험처,전국,15,기타 서비스직
진로 직업체험｜티소믈리에와 함께하는 차문화 체험 클래스,티하이하우스,2025-08-17 ~ 2029-08-31,월화수목금토일,직업실무체험형,초 중 고,기타,"20,000원",체험처,전국,15,기타 서비스직
피부미용 현장직업체험 [체험처-그룹],끌로밍에비뉴,2025-08-01 ~ 2029-08-31,월화수목금,현장직업체험형,초 중 고,피부 및 체형 관리사,"10,000원",체험처,전국,15,기타 서비스직
피부미용 현장직업체험 [학교-단체],끌로밍에비뉴,2025-08-01 ~ 2029-08-31,월화수목금,현장직업체험형,초 중 고,피부 및 체형 관리사,"10,000원",체험처,전국,15,기타 서비스직
(공연) 브레이킹 댄스. 진로 체험 공연 : WE CAN DO IT,사단법인 나인티,2025-01-01 ~ 2030-12-31,월화수목금,강연형,초 중 고,기타 시각 및 공연 예술가,무료,학교,전국,11,예술·디자인·방송직
제스모나이트로 나만의 소품만들기,모도리,2025-09-08 ~ 2026-08-31,월화수목금,직업실무체험형,초 중,기타 시각 및 공연 예술가,"20,000원",학교,전국,11,예술·디자인·방송직
(섬유공예) 터프팅 미니 소품 만들기,유유랜드,2025-09-01 ~ 2030-12-31,월화수목금토일,현장직업체험형,초 중 고,제품 디자이너,"40,000원",체험처,전국,15,기타 서비스직
현장형 진로체험 양궁,양궁테마파크 슈팅존,2025-09-01 ~ 2025-12-31,월화수목금,현장직업체험형,초 중 고,스포츠 감독 및 코치,"18,000원",체험처,전국,15,기타 서비스직
AI 미디어 만들기,케이(K)-메디치연구소(보은지점),2025-04-01 ~ 2026-08-01,월화수목금,직업실무체험형,초 중 고,컴퓨터시스템 전문가,"28,000원",체험처,전국,15,기타 서비스직
전통보자기아트공예,지음보자기,2025-08-26 ~ 2028-12-31,월화수목금,직업실무체험형,초 중 고,제품 디자이너,"25,000원",학교,전국,15,기타 서비스직
국회 의정체험교실(오프라인),국회사무처,2025-09-08 ~ 2025-09-11,월화수목,강연형,초 중 고,기타,무료,온라인,전국,15,기타 서비스직
국회 의정체험교실(온라인),국회사무처,2025-09-08 ~ 2025-09-11,월화수목,강연형,초 중 고,기타,무료,온라인,전국,15,기타 서비스직
제과제빵기능사 진로체험 (쌀케이크 만들기),윤스다락방,2025-08-18 ~ 2026-08-31,월화수목금,현장직업체험형,중,기타 조리사,"45,000원",체험처,전국,15,기타 서비스직
