program_id,title,provider,target_audience,program_type,created_at,modified_at,start_date,end_date,related_major,price,image_url,eligible_region,venue_region,operate_cycle
759,"[찾아가는 직업체험] 미래기술전문가-빅데이터전문가, AI 전문가, VR 전문가, 홀로그램전문가",리더스컴퍼니,초 중,직업실무체험형,46:38.2,46:38.2,2025-08-04,2030-12-27,컴퓨터시스템 전문가,6000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250522&physical=F0EEB79D66B349E7A0262CC2C01F6DF5.jpg,전국,학교,월화수목금
760,[찾아가는 직업체험] 감성 힐링 전문가-미술치료사,리더스컴퍼니,초 중,직업실무체험형,46:38.2,46:38.2,2025-08-04,2030-12-27,기타 치료·재활사 및 의료기사,7000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250522&physical=2C13C36F65974606BBEFE2009124CCB2.jpg,전국,학교,월화수목금
761,"[찾아가는 직업체험] 라이프&뷰티 직업 체험-화장품 전문가, 특수분장사, 푸드테라피스트",리더스컴퍼니,초 중,직업실무체험형,46:38.2,46:38.2,2025-08-04,2030-12-27,자연과학 연구원,7000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250522&physical=F38ABA72C0E242DAAC0ADC3518C69D32.png,전국,학교,월화수목금
762,네일미용 직업실무체험,제니스리치,초 중 고,직업실무체험형,46:38.2,46:38.2,2025-05-22,2028-05-31,미용사,10000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250522&physical=B90DA24F49AF41EA8F4E77B9997C1160.jpg,전국,체험처,월화수목금
763,네일미용 현장직업체험,제니스리치,초 중 고,현장직업체험형,46:38.2,46:38.2,2025-05-22,2028-05-31,미용사,10000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250522&physical=3331EF550E6D40C2A0208066BC5EFD1C.jpg,전국,체험처,월화수목금
764,경제 동화와 함께 하는 경제왕의 보드게임 챌린지. 금융요리왕!,더베러라이프,초,직업실무체험형,46:38.2,46:38.2,2025-05-01,2035-05-31,자산 운용가,0,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250522&physical=EA4D2CA5E21B4E269A17BB147F38F4DF.png,전국,체험처,월화수목금
765,네일미용 직업실무체험,네일프렌즈,초 중 고,직업실무체험형,46:38.2,46:38.2,2025-05-22,2028-05-31,미용사,10000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250522&physical=3C87CD69B40C45329E88C66EB42B1A32.jpg,전국,체험처,월화수목금
766,네일미용 현장직업체험,네일프렌즈,초 중 고,현장직업체험형,46:38.2,46:38.2,2025-05-22,2028-05-31,미용사,10000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250522&physical=5F39496E2E7A4088B303735E86FAB631.jpg,전국,체험처,월화수목금
767,"아트쿠키 및 아이싱쿠키, 꽃산병 만들기",교동 민화마을 - 채샘네 푸드스토리,중,직업실무체험형,46:38.2,46:38.2,2025-05-01,2025-12-31,주방장 및 요리 연구가,0,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20230620&physical=97C19A657F4E4ABD92DB718918C9B464.jpg,전국,학교,월화수목금
768,박향희김 체험공방,박향희김체험공방,초,현장직업체험형,46:38.2,46:38.2,2025-05-22,2026-01-30,주방장 및 요리 연구가,15000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250522&physical=022EE0D95AC4482BB690FF1F45B47884.jpeg,전국,체험처,화수목금토일
769,살랑살랑 바람 따라 향이 솔솔~ 센트썬캐쳐 만들기 (1줄),피어난공방,중 고,현장직업체험형,46:38.2,46:38.2,2025-06-02,2025-12-31,공예원,25000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250522&physical=D7B6F2A7796B42B89AFA6D6F62E501E8.png,전국,학교,월화수목금토
770,직업인 멘토링 (스포츠 뮤지엄 도슨트) / 무료 프로그램,풋볼 팬타지움,초 중 고,현장직업체험형,46:38.2,46:38.2,2025-06-01,2026-12-04,스포츠·레크리에이션 종사자,0,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20240123&physical=A069629FE15D4608AFFB736C4F551592.jpg,전국,체험처,화수목금
771,"21세기 고고학자, 과거를 만나다.",진주 청동기문화박물관,중,직업실무체험형,46:38.2,46:38.2,2025-07-01,2025-11-30,인문과학 연구원,0,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250522&physical=54715BDF99AC494C9D86FAB74BFCE76D.jpg,전국,체험처,월수금
772,[학교방문형체험]마크라메행잉플랜트,위플레이,초 중 고,현장직업체험형,46:38.2,46:38.2,2025-05-01,2035-12-31,제품 디자이너,25000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250522&physical=3B3E7C583261463AB283FCEDD8220DAB.jpg,전국,체험처,화수목금토
773,진로체험_AI툴을 이용한 비전보드 만들기,더베러라이프,초 중 고,학과체험형,46:38.2,46:38.2,2025-05-22,2035-12-31,공학일반,0,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250521&physical=EE99F58A6ADA404A857D4681573C4CF7.jpg,전국,체험처,월화수목금
774,(NIPA ICT 체험교육) VR/AR_가상현실 프로그램 제작 및 실습,정보통신산업진흥원(디지털 스쿨),초 중 고,직업실무체험형,46:38.2,46:38.2,2025-06-10,2025-12-10,소프트웨어 개발자,0,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20240328&physical=6FB94C1A2D7D427BA3B07683B32D99DF.png,전국,체험처,월화수목금
775,(NIPA ICT 체험교육) 드론_드론 이해 및 비행실습,정보통신산업진흥원(디지털 스쿨),초 중 고,현장직업체험형,46:38.2,46:38.2,2025-06-10,2025-12-10,소프트웨어 개발자,0,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20240328&physical=801A430EE6DA415DAC2558FF53F0842C.png,전국,체험처,월화수목금
776,(NIPA ICT 체험교육) 코딩_SW코딩 프로그래밍 실습,정보통신산업진흥원(디지털 스쿨),초 중 고,직업실무체험형,46:38.2,46:38.2,2025-06-17,2025-12-10,기타 컴퓨터 전문가 및 소프트웨어 전문가,0,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20240328&physical=B6E579C8074D48C58105BB8B7124F728.png,전국,체험처,월화수목금
777,체육대학 입시 성공적인 방법,피스톤 체대입시 청라점,고,학과체험형,46:38.2,46:38.2,2025-12-31,2025-12-31,체육일반,25000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20240423&physical=40A3D6E1DB094E24820950D92500E2AE.jpg,전국,체험처,
778,서울방송고등학교 진로체험 프로그램,서울방송고등학교,중,현장직업체험형,46:38.2,46:38.2,2025-05-21,2025-12-17,연극·영화·방송 전문가,0,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20230316&physical=FD905C487FAA44448BE3E5EC19A8E692.jpg,"서울특별시 강남구, 서울특별시 강동구, 서울특별시 강북구, 서울특별시 강서구, 서울특별시 관악구, 서울특별시 광진구, 서울특별시 구로구, 서울특별시 금천구, 서울특별시 노원구, 서울특별시 도봉구, 서울특별시 동대문구, 서울특별시 동작구, 서울특별시 마포구, 서울특별시 서대문구, 서울특별시 서초구, 서울특별시 성동구, 서울특별시 성북구, 서울특별시 송파구, 서울특별시 양천구, 서울특별시 영등포구, 서울특별시 용산구, 서울특별시 은평구, 서울특별시 종로구, 서울특별시 중구, 서울특별시 중랑구, 경기도 가평군, 경기도 고양시, 경기도 과천시, 경기도 광명시, 경기도 광주시, 경기도 구리시, 경기도 군포시, 경기도 김포시, 경기도 남양주시, 경기도 동두천시, 경기도 부천시, 경기도 성남시, 경기도 수원시, 경기도 시흥시, 경기도 안산시, 경기도 안성시, 경기도 안양시, 경기도 양주시, 경기도 양평군, 경기도 여주시, 경기도 연천군, 경기도 오산시, 경기도 용인시, 경기도 의왕시, 경기도 의정부시, 경기도 이천시, 경기도 파주시, 경기도 평택시, 경기도 포천시, 경기도 하남시, 경기도 화성시",체험처,수
779,"[교육기부] 로컬푸드: 건강한 땅, 건강한 먹거리",에코감귤교육농장,초 중 고,현장견학형,46:38.2,46:38.2,2025-05-21,2026-12-31,주방장 및 요리 연구가,0,,전국,체험처,월화수목금토일
780,사하구정신건강복지센터 진로체험,사하구정신건강복지센터,초 중 고,현장견학형,46:38.2,46:38.2,2025-06-30,2025-12-31,사회복지사,0,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250521&physical=8E38517FA3564486BBC9F66158AB0FA2.PNG,전국,체험처,월수목금
781,클라이밍 일일 체험,락오디세이,초 중 고,현장직업체험형,46:38.2,46:38.2,2025-05-21,2030-05-21,스포츠·레크리에이션직,15000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250521&physical=D43E375C6CA64A4180FA3487A76E3A12.jpg,전국,체험처,월화수목금토일
782,서울영상고등학교 동아리에서 만난 나의 진로,서울영상고등학교,중,학과체험형,46:38.2,46:38.2,2025-09-10,2025-09-10,멀티미디어/컴퓨터그래픽디자인,0,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250521&physical=C9C4AF44462F41D58CD3E9319A4DA2D2.png,전국,체험처,
783,기상·지진장비인증센터 진로체험,한국기상산업기술원,초 중 고,현장견학형,46:38.2,46:38.2,2025-05-23,2025-12-05,자연과학 시험원,0,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250123&physical=9E6C7360B2484CBE8C3D8B6C535E10C9.jpg,전국,체험처,금
784,특수분장 직업실무체험(학교),"미용전문교육기관, 네일토탈H쌀롱",초 중 고,직업실무체험형,46:38.2,46:38.2,2025-05-01,2036-05-30,메이크업 아티스트 및 분장사,15000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250521&physical=3F5CEB991E374C37B3BF0F615329136A.jpg,전국,학교,월화수목금토
785,메이크업 직업실무체험(학교),"미용전문교육기관, 네일토탈H쌀롱",초 중 고,현장직업체험형,46:38.2,46:38.2,2025-05-01,2036-05-30,메이크업 아티스트 및 분장사,15000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250521&physical=C441D5DCBA5F4DAF818A974BECB89DA2.jpg,전국,학교,월화수목금토
786,폴댄스,윈썸폴댄스,초 중 고,현장직업체험형,46:38.2,46:38.2,2025-06-01,2025-12-31,"스포츠강사, 레크리에이션강사 및 기타 관련 전문가",5000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250520&physical=E0656DBC4C0749E28CF64C6A92DB3B2A.jpg,전국,체험처,월화수목금
787,캐릭터마카롱 만들기 -제과제빵 베이킹 진로체험,파티땡큐,초 중 고,현장직업체험형,46:38.2,46:38.2,2025-05-01,2026-05-31,제과·제빵원,18000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250520&physical=69D6534F00804C3095EC264F0C8DEB29.jpg,전국,체험처,월화수목금
788,찾아가는 진로체험(쇼콜라티에),우리드론,초 중 고,현장직업체험형,46:38.2,46:38.2,2025-05-01,2028-05-01,기타 조리사,16000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250520&physical=AB4FF04EC6EE4B93863A4C2C40566368.jpg,전국,체험처,월화수목금토
789,현대도자기의 제작 방법 및 다양한 문양 디자인에 대해 알아본다,놀토,초 중 고,현장직업체험형,46:38.2,46:38.2,2025-05-01,2026-05-31,문화·예술 기획자 및 매니저,20000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250520&physical=78757DB972F14F4AB7C03B8D54C69A54.jpg,전국,체험처,월화수목금
790,무도(무술) 진로체험,드림진로교육센터(대전점),초 중 고,직업실무체험형,46:38.2,46:38.2,2025-01-01,2035-12-31,메이크업 아티스트 및 분장사,15000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250625&physical=26F386458AFE4430A1A99514CC907261.png,전국,학교,월화수목금토
791,공연예술체험(서울동구고등학교),서울동구고등학교,중,학과체험형,46:38.2,46:38.2,2025-09-13,2025-09-13,음악학,0,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250520&physical=54B78EC4CDCB4C8592727E2BFB9C3903.jpg,"서울특별시 강남구, 서울특별시 강동구, 서울특별시 강북구, 서울특별시 강서구, 서울특별시 관악구, 서울특별시 광진구, 서울특별시 구로구, 서울특별시 금천구, 서울특별시 노원구, 서울특별시 도봉구, 서울특별시 동대문구, 서울특별시 동작구, 서울특별시 마포구, 서울특별시 서대문구, 서울특별시 서초구, 서울특별시 성동구, 서울특별시 성북구, 서울특별시 송파구, 서울특별시 양천구, 서울특별시 영등포구, 서울특별시 용산구, 서울특별시 은평구, 서울특별시 종로구, 서울특별시 중구, 서울특별시 중랑구",학교,
792,금융체험(서울동구고등학교),서울동구고등학교,중,학과체험형,46:38.2,46:38.2,2025-09-13,2025-09-13,디자인일반,0,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250520&physical=5B98E62773A74F1A99784066CA1CE067.jpg,"서울특별시 강남구, 서울특별시 강동구, 서울특별시 강북구, 서울특별시 강서구, 서울특별시 관악구, 서울특별시 광진구, 서울특별시 구로구, 서울특별시 금천구, 서울특별시 노원구, 서울특별시 도봉구, 서울특별시 동대문구, 서울특별시 동작구, 서울특별시 마포구, 서울특별시 서대문구, 서울특별시 서초구, 서울특별시 성동구, 서울특별시 성북구, 서울특별시 송파구, 서울특별시 양천구, 서울특별시 영등포구, 서울특별시 용산구, 서울특별시 은평구, 서울특별시 종로구, 서울특별시 중구, 서울특별시 중랑구",학교,
793,디자인체험(서울동구고등학교),서울동구고등학교,중,학과체험형,46:38.2,46:38.2,2025-08-27,2025-08-27,디자인일반,0,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250520&physical=78D2D8680C1B42ADBFB4611F82FF4B21.jpg,"서울특별시 강남구, 서울특별시 강동구, 서울특별시 강북구, 서울특별시 강서구, 서울특별시 관악구, 서울특별시 광진구, 서울특별시 구로구, 서울특별시 금천구, 서울특별시 노원구, 서울특별시 도봉구, 서울특별시 동대문구, 서울특별시 동작구, 서울특별시 마포구, 서울특별시 서대문구, 서울특별시 서초구, 서울특별시 성동구, 서울특별시 성북구, 서울특별시 송파구, 서울특별시 양천구, 서울특별시 영등포구, 서울특별시 용산구, 서울특별시 은평구, 서울특별시 종로구, 서울특별시 중구, 서울특별시 중랑구",학교,
794,퍼스널컬러 이미지메이킹 진로체험,드림진로교육센터(대전점),초 중 고,직업실무체험형,46:38.2,46:38.2,2025-01-01,2035-12-31,메이크업 아티스트 및 분장사,15000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250520&physical=7C23330D58BF425FB3104B883B4E1022.png,전국,학교,월화수목금토
795,"숲속 일자리 체험, 트리클라이밍",힐링플레이주식회사,초,학과체험형,46:38.2,46:38.2,2025-05-01,2025-11-30,산림생태/휴양,50000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20230112&physical=98861D093431472FBAEAA736F99E8FEE.jpg,전국,체험처,월화수목금토일
796,콘텐츠체험(서울동구고등학교),서울동구고등학교,중,학과체험형,46:38.2,46:38.2,2025-08-27,2025-08-27,영화,0,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250520&physical=89F131768C2B4571B8E2CD33DD5BE17A.jpg,"서울특별시 강남구, 서울특별시 강동구, 서울특별시 강북구, 서울특별시 강서구, 서울특별시 관악구, 서울특별시 광진구, 서울특별시 구로구, 서울특별시 금천구, 서울특별시 노원구, 서울특별시 도봉구, 서울특별시 동대문구, 서울특별시 동작구, 서울특별시 마포구, 서울특별시 서대문구, 서울특별시 서초구, 서울특별시 성동구, 서울특별시 성북구, 서울특별시 송파구, 서울특별시 양천구, 서울특별시 영등포구, 서울특별시 용산구, 서울특별시 은평구, 서울특별시 종로구, 서울특별시 중구, 서울특별시 중랑구",학교,
797,문학관 속 작가 만나기,대전 문학관,초 중 고,현장직업체험형,46:38.2,46:38.2,2025-05-20,2025-12-27,문예창작,0,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20240402&physical=0A852CB3A1FC42E1AE1331811E3CADC8.jpg,전국,체험처,화수목금토일
798,"산림일자리 진로체험, 수목관리전문가",힐링플레이주식회사,중,직업실무체험형,46:38.2,46:38.2,2025-05-01,2025-11-30,조림·산림경영인 및 벌목원,50000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20230112&physical=98861D093431472FBAEAA736F99E8FEE.jpg,전국,체험처,월화수목금토일
799,비행 조종사 체험 프로그램(시뮬레이터),플라잇레벨410(FL410),초 중 고,직업실무체험형,46:38.2,46:38.2,2025-05-21,2026-05-21,항공기 조종사,10000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250519&physical=1B9B85EB5D2345A191C6E66369FE79DF.png,전국,체험처,월화수목금
800,나만의 케이크 캔들 만들기,피어난공방,초 중 고,현장직업체험형,46:38.2,46:38.2,2025-05-26,2025-12-31,공예원,25000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250519&physical=5E10CD05E0644AA4869CF4FFB021CC4C.png,전국,학교,월화수목금토
801,보기만 해도 시원한 에이드 캔들 만들기,피어난공방,초 중 고,현장직업체험형,46:38.2,46:38.2,2025-05-26,2025-12-31,공예원,25000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250519&physical=9641278EDFBD49CE8ABE71469CFA1A47.png,전국,학교,월화수목금토
802,선인장 캔들 만들기,피어난공방,초 중 고,현장직업체험형,46:38.2,46:38.2,2025-06-02,2025-12-31,공예원,25000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250519&physical=4B3D0511C5934D33BFA8F57C00215883.png,전국,학교,월화수목금토
803,석고방향제 나만의 색감으로 채색하기,피어난공방,초 중 고,현장직업체험형,46:38.2,46:38.2,2025-05-26,2025-12-31,공예원,20000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250519&physical=E968A63137B44A96B245D1291D46E4A3.png,전국,학교,월화수목금토
804,샌드왁스 캔들 만들기,피어난공방,초 중 고,현장직업체험형,46:38.2,46:38.2,2025-05-26,2025-12-31,공예원,20000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250519&physical=285F328B97654287A83B8154BD083DCE.png,전국,학교,월화수목금토
805,시나몬 왁스타블렛 만들기,피어난공방,초 중 고,현장직업체험형,46:38.2,46:38.2,2025-05-26,2025-12-31,공예원,15000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250519&physical=77FB2DC8080549C99AA466593B96D380.png,전국,학교,월화수목금토
806,하이브리드 로봇 만들기,주식회사 스팀도서관,초 중 고,현장직업체험형,46:38.2,46:38.2,2025-05-19,2035-12-31,컴퓨터 하드웨어 기술자 및 연구원,20000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250519&physical=8A20F7F2CFFF4338827518D1CDB11666.png,전국,체험처,월화수목금
807,소중한 순간을 담는 '모먼트 캔들',피어난공방,초 중 고,현장직업체험형,46:38.2,46:38.2,2025-05-26,2025-12-31,공예원,35000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250519&physical=97CD48E2F98744B795E0D4BC86CA606C.png,전국,학교,월화수목금토
808,"바닷 속 세상, 바다 젤캔들홀더 만들기",피어난공방,초 중 고,현장직업체험형,46:38.2,46:38.2,2025-05-26,2025-12-31,공예원,30000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250519&physical=122E4D549D5E4FE297C1E364183C33AF.png,전국,학교,월화수목금토
809,나만의 작은 세상 왁스디오라마 만들기,피어난공방,초 중 고,현장직업체험형,46:38.2,46:38.2,2025-05-26,2025-12-31,공예원,35000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250519&physical=7DC6FE9DD4074881AD7D271859C6683D.png,전국,학교,월화수목금토
810,스포츠클라이밍 일일 체험,락오디세이 동래,초 중 고,현장직업체험형,46:38.2,46:38.2,2025-05-01,2030-05-01,스포츠·레크리에이션직,15000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250519&physical=A2143CABD8AB414AB42128B068DE714A.jpg,전국,체험처,월화수목금토일
811,[의미있는 진로체험]실내 스포츠 전문가 되어보기,(주)와와플레이,초 중,직업실무체험형,46:38.2,46:38.2,2025-03-01,2026-02-28,"스포츠강사, 레크리에이션강사 및 기타 관련 전문가",15000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20230712&physical=2729FB22B70E42368B36175880B4BF27.jpg,전국,학교,월화수목금
812,(일일캠프)_찾아가는 에어 스포츠 체험,(주)와와플레이,초 중,캠프형,46:38.2,46:38.2,2025-03-01,2026-02-28,"스포츠강사, 레크리에이션강사 및 기타 관련 전문가",15000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20230711&physical=9C786A1CFEE949EEA00F97720245DA95.jpg,전국,체험처,월화수목금
813,<섬유패션디자인과> 패션 소품 만들기(모루인형/패션비즈 키링 만들기),서울공업고등학교 진로체험관,초 중,학과체험형,46:38.2,46:38.2,2025-03-04,2025-12-31,디자인,0,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250519&physical=1D4F071D5A4B4D64AC5555AF1D34051D.png,전국,체험처,수
814,그림책테라피,늘솜 마크라메 공방,초 중,직업실무체험형,46:38.2,46:38.2,2025-05-26,2027-12-31,제품 디자이너,15000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250520&physical=B2D41AF0DD034A7694F191B8130DDB70.jpg,전국,학교,월화수목금
815,피부미용 직업실무체험,돌아이 앤 왁싱,초 중 고,직업실무체험형,46:38.2,46:38.2,2025-05-19,2028-05-31,피부 및 체형 관리사,10000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250519&physical=B96CDE0E463A4C05BEB79529514F0F56.jpg,전국,체험처,월화수목금
816,피부미용 직업실무체험,해밀피부전문점,초 중 고,직업실무체험형,46:38.2,46:38.2,2025-05-19,2028-05-31,피부 및 체형 관리사,10000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250519&physical=FAF9ACDFE58A4847A51F2D3FAF41E280.jpg,전국,체험처,월화수목금
817,피부미용 현장직업체험,해밀피부전문점,초 중 고,현장직업체험형,46:38.2,46:38.2,2025-05-19,2028-05-31,피부 및 체형 관리사,10000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250519&physical=728D6AB7E70041D69D5423CCF58E28A0.jpg,전국,체험처,월화수목금
818,"[전국] 2025년 미래에셋 우리아이 스쿨투어, 경제금융교육 프로그램",이티원 경제교육센터,초,강연형,46:38.2,46:38.2,2025-03-01,2025-12-31,기타 금융·보험 전문가,0,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250519&physical=2CE4D00ACBEE4345AB6DF54BE2A42967.png,전국,체험처,월화수목금
819,피부미용 직업실무체험,뷰티샵스킨코디,초 중 고,직업실무체험형,46:38.2,46:38.2,2025-05-19,2028-05-31,피부 및 체형 관리사,10000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250519&physical=B474AF69002E42189D1D9734E807EF81.jpg,전국,체험처,월화수목금
820,피부미용 현장직업체험,뷰티샵스킨코디,초 중 고,현장직업체험형,46:38.2,46:38.2,2025-05-19,2028-05-31,피부 및 체형 관리사,10000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250519&physical=AC58FA3D821D42E9BF12AC30C554C2A9.jpg,전국,체험처,월화수목금
821,[혜화] 청소년 전용 도서관 제3의시간 견학 프로그램,제3의 시간,중 고,현장견학형,46:38.2,46:38.2,2025-10-10,2025-10-31,작가,0,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250518&physical=2CCE3024C4C64E9BB597250D09C85925.png,전국,체험처,수목금
822,내가 빚은 하루 (흙이야기 도예체험),흙이야기,초 중 고,현장직업체험형,46:38.2,46:38.2,2025-05-19,2026-12-31,화가 및 조각가,25000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250517&physical=38FE78DBB9204E539D9F70CB1F291DC9.png,전국,학교,월화수목금토
823,[2025 서울 직업계고 개방 진로체험의 날]건축 목공소품 만들기 (서울디지털콘텐츠고등학교 건축과),서울디지털콘텐츠고등학교,중,학과체험형,46:38.2,46:38.2,2025-09-26,2025-09-26,건축 목공,0,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250313&physical=7E2A3BE7B40C44ABA94CE049750AB693.png,"서울특별시 강남구, 서울특별시 강동구, 서울특별시 강북구, 서울특별시 강서구, 서울특별시 관악구, 서울특별시 광진구, 서울특별시 구로구, 서울특별시 금천구, 서울특별시 노원구, 서울특별시 도봉구, 서울특별시 동대문구, 서울특별시 동작구, 서울특별시 마포구, 서울특별시 서대문구, 서울특별시 서초구, 서울특별시 성동구, 서울특별시 성북구, 서울특별시 송파구, 서울특별시 양천구, 서울특별시 영등포구, 서울특별시 용산구, 서울특별시 은평구, 서울특별시 종로구, 서울특별시 중구, 서울특별시 중랑구, 경기도 김포시, 경기도 부천시, 인천광역시 계양구, 인천광역시 서구, 인천광역시 부평구",체험처,
824,쿠키만들기,아몬드공방,초 중,현장직업체험형,46:38.2,46:38.2,2025-05-20,2030-05-31,제과·제빵원,40000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250516&physical=87EA95737D564829A3D1F79D13571249.jpg,전국,체험처,월화수목금
825,스마트팜 (미래 농부체험),천마마을관리사회적협동조합,초 중 고,현장직업체험형,46:38.2,46:38.2,2025-05-01,2027-12-31,채소·특용작물 재배원,20000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250402&physical=4299D898640A498F985F34D0D9C96F73.jpg,전국,체험처,월화수목금
826,상상을 게임으로! 디지털 창작 실습 클래스,(주)마이미스튜디오,초 중 고,현장견학형,46:38.2,46:38.2,2025-05-15,2026-05-14,컨텐츠제작기술,0,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250516&physical=91795A24186142408A1E44C89ACF3AC7.jpeg,전국,체험처,월화수목금
827,청소년 단체 실내 클라이밍 체험 프로그램,홀드온 클라이밍,초 중 고,학과체험형,46:38.2,46:38.2,2025-05-17,2025-12-31,여가레크리에이션,250000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250515&physical=7D7BE6B792254F968460D585801B5919.jpg,전국,체험처,월화수목토일
828,코딩으로 만든 포트리스 게임,네오쓰리디솔루션,초 중 고,학과체험형,46:38.2,46:38.2,2025-06-01,2025-12-31,소프트웨어공학,25000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20240718&physical=9DED0AF3A6B94DDB863BE190800D5693.png,전국,체험처,화수목금
829,로봇 집게손 제작 체험,네오쓰리디솔루션,초 중,학과체험형,46:38.2,46:38.2,2025-06-01,2025-12-31,소프트웨어공학,25000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20240718&physical=3B3B2F35B18B48138842575291A85247.png,전국,체험처,화수목금
830,인공지능과 디지털농업 스마트팜 체험,주식회사 리플로그,초 중 고,현장견학형,46:38.2,46:38.2,2025-04-01,2025-12-31,연구직 및 공학 기술직,20000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250826&physical=89469344E2F1452FA3AA2C9690E2E6BB.jpg,전국,체험처,월화수목금
831,전남대학교 K-하이테크 플랫폼 헬스케어 체험,전남대학교 생체재료개발센터,중 고,현장견학형,46:38.2,46:38.2,2025-01-01,2025-12-31,보건·의료직,0,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20240716&physical=9FFC69BF030545A18A6DA052A85CB1E2.png,전국,체험처,월화수목금
832,"그린 메이커 : 제로웨이스트 친환경제품 만들기(샴푸바, 설거지바)",에너지전환해유 사회적협동조합,초 중 고,현장견학형,46:38.2,46:38.2,2025-05-15,2026-12-31,환경/자원개발협력(산림/환경/에너지),25000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250515&physical=F532EF576223440981AAB8D183B10A9C.PNG,전국,체험처,월화수목금
833,퍼스널컬러 전문가 체험 – 나만의 컬러를 찾아서!,이레교육문화협동조합대구지점,중 고,직업실무체험형,46:38.2,46:38.2,2025-05-01,2035-05-01,메이크업 아티스트 및 분장사,11000,https://www.ggoomgil.go.kr/common/fileView.do?path=common/20250818&physical=B62433CCB8F24E9BBB5B18143878AA14.jpg,전국,체험처,월화수목금토
